pathway,main_class,sub_class,source,confidence,created_at
Positive regulation of calcineurin-NFAT signaling cascade,Signal Transduction,Calcium Signaling,GO_BP,0.9,2026-01-27T17:54:33.315675
Detection of other organism,Immune System,Antigen Presentation,GO_BP,0.9,2026-01-27T17:54:33.336646
Detection of stimulus involved in sensory perception,Environmental Information Processing,Sensory Signal Transduction,GO_BP,0.9,2026-01-27T17:54:37.153059
Lymphocyte chemotaxis,Immune System,Chemotaxis in Immune Response,GO_BP,0.9,2026-01-27T17:54:37.168904
Phosphatidylinositol biosynthetic process,Metabolism,Phospholipid Metabolism,GO_BP,0.9,2026-01-27T17:54:37.181364
Protein modification by small protein conjugation,Cellular Processes,Protein Ubiquitination,GO_BP,0.9,2026-01-27T17:54:37.194883
Regulation of cytoskeleton organization,Cellular Processes,Cytoskeletal Dynamics Regulation,GO_BP,0.9,2026-01-27T17:54:37.209963
Regulation of cell differentiation,Developmental Biology,Cell Differentiation Regulation,GO_BP,0.9,2026-01-27T17:54:37.226077
ERK1 and ERK2 cascade,Signal Transduction,MAPK Signaling Cascade,GO_BP,0.9,2026-01-27T17:54:37.239514
N-acetylglucosamine metabolic process,Metabolism,Amino Sugar Metabolism,GO_BP,0.9,2026-01-27T17:54:37.252249
Actin crosslink formation,Cellular Processes,Cytoskeletal Dynamics,GO_BP,0.9,2026-01-27T17:54:41.399354
Regulation of alpha-beta T cell activation,Immune System,T Cell Receptor Signaling,GO_BP,0.9,2026-01-27T17:54:41.417753
Sarcomere organization,Cellular Processes,Organelle Organization,GO_BP,0.9,2026-01-27T17:54:41.435426
Regulation of lymphocyte proliferation,Immune System,Lymphocyte Activation,GO_BP,0.9,2026-01-27T17:54:41.450582
Leukotriene transport,Immune System,Leukotriene Signaling,GO_BP,0.9,2026-01-27T17:54:41.462910
Regulation of carbohydrate metabolic process,Metabolism,Carbohydrate Metabolism,GO_BP,0.9,2026-01-27T17:54:41.475749
Extracellular matrix disassembly,Cellular Processes,Extracellular Matrix Remodeling,GO_BP,0.9,2026-01-27T17:54:41.494369
Regulation of cell growth,Cell Cycle,Cell Growth Regulation,GO_BP,0.9,2026-01-27T17:54:41.511627
Ribosomal protein import into nucleus,Genetic Information Processing,Protein Localization,GO_BP,0.9,2026-01-27T17:54:45.525208
Hematopoietic stem cell proliferation,Developmental Biology,Stem Cell Differentiation,GO_BP,0.9,2026-01-27T17:54:45.539994
Response to pheromone,Environmental Information Processing,Pheromone Signaling,GO_BP,0.9,2026-01-27T17:54:45.556375
Postsynaptic specialization assembly,Cellular Processes,Cell Adhesion,GO_BP,0.9,2026-01-27T17:54:45.569949
Heterocycle metabolic process,Metabolism,Heterocycle Metabolism,GO_BP,0.9,2026-01-27T17:54:45.581221
Atrioventricular node development,Developmental Biology,Cardiac Development,GO_BP,0.9,2026-01-27T17:54:45.594699
Cellular response to catecholamine stimulus,Signal Transduction,Catecholamine Signaling,GO_BP,0.9,2026-01-27T17:54:45.605841
Protein localization to phagophore assembly site,Cellular Processes,Autophagy,GO_BP,0.9,2026-01-27T17:54:45.619376
Cell chemotaxis,Cellular Processes,Cell Adhesion,GO_BP,0.9,2026-01-27T17:54:49.001134
Histone methylation,Genetic Information Processing,Chromatin Modification,GO_BP,0.9,2026-01-27T17:54:49.014296
Regulation of MAP kinase activity,Signal Transduction,MAPK Signaling,GO_BP,0.9,2026-01-27T17:54:49.028136
Neuron-glial cell signaling,Cellular Processes,Cell Communication,GO_BP,0.9,2026-01-27T17:54:49.046428
Regulation of intracellular signal transduction,Signal Transduction,Intracellular Signaling Cascade,GO_BP,0.9,2026-01-27T17:54:49.062615
Phosphorylation of RNA polymerase II C-terminal domain,Genetic Information Processing,Transcriptional Regulation,GO_BP,0.9,2026-01-27T17:54:49.074052
Axonemal dynein complex assembly,Cellular Processes,Organelle Organization,GO_BP,0.9,2026-01-27T17:54:49.085417
Histamine uptake,Cellular Processes,Transport Mechanisms,GO_BP,0.9,2026-01-27T17:54:49.097824
Dendritic cell apoptotic process,Apoptosis,Dendritic Cell Apoptosis,GO_BP,0.9,2026-01-27T17:54:52.858305
Sodium-dependent phosphate transport,Metabolism,Phosphate Metabolism,GO_BP,0.9,2026-01-27T17:54:52.875540
Response to cytokine,Immune System,Cytokine Signaling,GO_BP,0.9,2026-01-27T17:54:52.892431
Steroid metabolic process,Metabolism,Steroid Metabolism,GO_BP,0.9,2026-01-27T17:54:52.904970
Proteoglycan metabolic process,Metabolism,Glycan Biosynthesis and Metabolism,GO_BP,0.9,2026-01-27T17:54:52.918176
Cellular catabolic process,Metabolism,Cellular Catabolism,GO_BP,0.9,2026-01-27T17:54:52.933664
DNA recombinase assembly,Genetic Information Processing,DNA Repair Mechanisms,GO_BP,0.9,2026-01-27T17:54:52.945610
Calcium ion import,Cellular Processes,Calcium Ion Transport,GO_BP,0.9,2026-01-27T17:54:52.960984
Response to estrogen,Signal Transduction,Estrogen Receptor Signaling,GO_BP,0.9,2026-01-27T17:54:56.274608
CDP-diacylglycerol metabolic process,Metabolism,Phospholipid Metabolism,GO_BP,0.9,2026-01-27T17:54:56.290988
"Regulation of gene expression, epigenetic",Genetic Information Processing,Epigenetic Regulation,GO_BP,0.9,2026-01-27T17:54:56.302147
pre-miRNA processing,Genetic Information Processing,RNA Processing,GO_BP,0.9,2026-01-27T17:54:56.314920
Detection of biotic stimulus,Immune System,Biotic Stress Response,GO_BP,0.9,2026-01-27T17:54:56.329418
Phospholipid efflux,Metabolism,Lipid Metabolism,GO_BP,0.9,2026-01-27T17:54:56.342686
Regulation of mitotic metaphase/anaphase transition,Cell Cycle,M Phase Control,GO_BP,0.9,2026-01-27T17:54:56.357579
Primary miRNA processing,Genetic Information Processing,RNA Processing,GO_BP,0.9,2026-01-27T17:54:56.373058
Deadenylation-dependent decapping of nuclear-transcribed mRNA,Genetic Information Processing,mRNA Splicing,GO_BP,0.9,2026-01-27T17:54:58.699209
Negative regulation of hydrolase activity,Cellular Processes,Enzyme Regulation,GO_BP,0.9,2026-01-27T17:54:58.716189
Peptidyl-arginine ADP-ribosylation,Cellular Processes,Post-Translational Modification,GO_BP,0.9,2026-01-27T17:54:58.727404
Positive regulation of ovulation,Developmental Biology,Ovulation Regulation,GO_BP,0.9,2026-01-27T17:54:58.739737
Protein localization to membrane,Cellular Processes,Membrane Trafficking,GO_BP,0.9,2026-01-27T17:54:58.752810
Nuclear pore complex assembly,Cellular Processes,Organelle Organization,GO_BP,0.9,2026-01-27T17:54:58.765498
Negative regulation of amyloid-beta formation,Disease Mechanisms,Neurodegeneration,GO_BP,0.9,2026-01-27T17:54:58.777122
Centrosome separation,Cell Cycle,Centrosome Duplication,GO_BP,0.9,2026-01-27T17:54:58.792398
Regulation of lymphocyte mediated immunity,Immune System,Adaptive Immunity,GO_BP,0.9,2026-01-27T17:55:02.254666
High-density lipoprotein particle assembly,Metabolism,Lipid Metabolism,GO_BP,0.9,2026-01-27T17:55:02.271503
Nucleokinesis involved in cell motility in cerebral cortex radial glia guided migration,Cellular Processes,Cell Polarity Establishment,GO_BP,0.9,2026-01-27T17:55:02.284965
Morphogenesis of an epithelium,Developmental Biology,Epithelial Morphogenesis,GO_BP,0.9,2026-01-27T17:55:02.298087
Type B pancreatic cell proliferation,Cell Cycle,G1/S Transition,GO_BP,0.9,2026-01-27T17:55:02.313676
Regulation of steroid metabolic process,Metabolism,Steroid Metabolism,GO_BP,0.9,2026-01-27T17:55:02.327802
Vesicle cargo loading,Cellular Processes,Vesicle Transport,GO_BP,0.9,2026-01-27T17:55:02.342248
Somatic stem cell population maintenance,Developmental Biology,Stem Cell Maintenance,GO_BP,0.9,2026-01-27T17:55:02.357274
Organic anion transport,Cellular Processes,Organelle Organization,GO_BP,0.9,2026-01-27T17:55:06.128157
Vein smooth muscle contraction,Cellular Processes,Smooth Muscle Contraction,GO_BP,0.9,2026-01-27T17:55:06.145645
Negative regulation of interleukin-1-mediated signaling pathway,Immune System,Cytokine Signaling,GO_BP,0.9,2026-01-27T17:55:06.157834
Diterpenoid metabolic process,Metabolism,Terpenoid Metabolism,GO_BP,0.9,2026-01-27T17:55:06.171909
"Blood coagulation, extrinsic pathway",Cellular Processes,Blood Coagulation,GO_BP,0.9,2026-01-27T17:55:06.185569
Renal system development,Developmental Biology,Renal Development,GO_BP,0.9,2026-01-27T17:55:06.201051
Insulin secretion involved in cellular response to glucose stimulus,Metabolism,Insulin Signaling,GO_BP,0.9,2026-01-27T17:55:06.218381
Nitric oxide biosynthetic process,Metabolism,Nitric Oxide Metabolism,GO_BP,0.9,2026-01-27T17:55:06.232162
Cotranslational protein targeting to membrane,Genetic Information Processing,Translation Initiation,GO_BP,0.9,2026-01-27T17:55:10.884981
Translation,Genetic Information Processing,mRNA Splicing,GO_BP,0.9,2026-01-27T17:55:10.904164
Regulation of Arp2/3 complex-mediated actin nucleation,Cellular Processes,Cytoskeletal Dynamics,GO_BP,0.9,2026-01-27T17:55:10.918403
Cell surface receptor signaling pathway,Signal Transduction,GPCR Signaling,GO_BP,0.9,2026-01-27T17:55:10.935848
UMP biosynthetic process,Metabolism,Nucleotide Metabolism,GO_BP,0.9,2026-01-27T17:55:10.949359
Synaptic vesicle exocytosis,Cellular Processes,Vesicle Transport,GO_BP,0.9,2026-01-27T17:55:10.966413
Negative regulation of dopamine metabolic process,Metabolism,Amino Acid Metabolism,GO_BP,0.9,2026-01-27T17:55:10.983514
L-lysine catabolic process to acetyl-CoA via saccharopine,Metabolism,Amino Acid Metabolism,GO_BP,0.9,2026-01-27T17:55:10.995562
Galactose transmembrane transport,Metabolism,Carbohydrate Metabolism,GO_BP,0.9,2026-01-27T17:55:13.853772
Menaquinone catabolic process,Metabolism,Vitamin and Cofactor Metabolism,GO_BP,0.9,2026-01-27T17:55:13.873755
Regulation of resting membrane potential,Cellular Processes,Membrane Potential Regulation,GO_BP,0.9,2026-01-27T17:55:13.891061
Ubiquinone biosynthetic process,Metabolism,Nucleotide Metabolism,GO_BP,0.9,2026-01-27T17:55:13.908043
Calcitriol biosynthetic process from calciol,Metabolism,Vitamin and Cofactor Metabolism,GO_BP,0.9,2026-01-27T17:55:13.919741
Response to water-immersion restraint stress,Environmental Information Processing,Stress Response,GO_BP,0.9,2026-01-27T17:55:13.934827
Humoral immune response,Immune System,Humoral Immunity,GO_BP,0.9,2026-01-27T17:55:13.953072
N-terminal protein amino acid modification,Genetic Information Processing,Post-Translational Modification,GO_BP,0.9,2026-01-27T17:55:13.965142
ADP biosynthetic process,Metabolism,Amino Acid Metabolism,GO_BP,0.9,2026-01-27T17:55:20.775359
Neuron maturation,Developmental Biology,Neural Development,GO_BP,0.9,2026-01-27T17:55:20.790071
Muscle structure development,Developmental Biology,Muscle Development,GO_BP,0.9,2026-01-27T17:55:20.805389
Viral translation,Genetic Information Processing,Translation Initiation,GO_BP,0.9,2026-01-27T17:55:20.820894
Regulation of DNA damage checkpoint,Cell Cycle,DNA Damage Checkpoint,GO_BP,0.9,2026-01-27T17:55:20.835682
Glutamine family amino acid biosynthetic process,Metabolism,Amino Acid Metabolism,GO_BP,0.9,2026-01-27T17:55:20.853077
Motor neuron axon guidance,Developmental Biology,Axon Guidance,GO_BP,0.9,2026-01-27T17:55:20.869816
Citrate metabolic process,Metabolism,Citric Acid Cycle Metabolism,GO_BP,0.9,2026-01-27T17:55:20.883256
Sodium ion homeostasis,Cellular Processes,Ion Transport,GO_BP,0.9,2026-01-27T17:55:24.313074
Neurogenesis,Developmental Biology,Neural Development,GO_BP,0.9,2026-01-27T17:55:24.330920
Tripeptide transmembrane transport,Cellular Processes,Transmembrane Transport,GO_BP,0.9,2026-01-27T17:55:24.344646
Negative regulation of execution phase of apoptosis,Apoptosis,Negative Regulation of Apoptosis,GO_BP,0.9,2026-01-27T17:55:24.359740
cGMP-mediated signaling,Signal Transduction,cGMP Signaling,GO_BP,0.9,2026-01-27T17:55:24.373028
Negative regulation of ceramide biosynthetic process,Metabolism,Lipid Metabolism,GO_BP,0.9,2026-01-27T17:55:24.385253
RNA biosynthetic process,Genetic Information Processing,RNA Biosynthesis,GO_BP,0.9,2026-01-27T17:55:24.399066
Lactate metabolic process,Metabolism,Lactate Metabolism,GO_BP,0.9,2026-01-27T17:55:24.411832
Detoxification,Environmental Information Processing,Drug Metabolism,GO_BP,0.9,2026-01-27T17:55:28.888270
Mitotic nuclear division,Cell Cycle,M Phase Control,GO_BP,0.9,2026-01-27T17:55:28.904311
Monocarboxylic acid catabolic process,Metabolism,Carbohydrate Metabolism,GO_BP,0.9,2026-01-27T17:55:28.916488
Negative regulation of reactive oxygen species biosynthetic process,Environmental Information Processing,Oxidative Stress Response,GO_BP,0.9,2026-01-27T17:55:28.928497
Protein refolding,Cellular Processes,Protein Folding,GO_BP,0.9,2026-01-27T17:55:28.944116
Vitamin D metabolic process,Metabolism,Vitamin and Cofactor Metabolism,GO_BP,0.9,2026-01-27T17:55:28.957197
N-acylphosphatidylethanolamine metabolic process,Metabolism,Lipid Metabolism,GO_BP,0.9,2026-01-27T17:55:28.973656
Neurotransmitter receptor localization to postsynaptic specialization membrane,Cellular Processes,Cell Adhesion,GO_BP,0.9,2026-01-27T17:55:28.990097
Mannose trimming involved in glycoprotein ERAD pathway,Cellular Processes,Organelle Organization,GO_BP,0.9,2026-01-27T17:55:32.460750
Actomyosin structure organization,Cellular Processes,Cytoskeletal Dynamics,GO_BP,0.9,2026-01-27T17:55:32.481120
Cellular response to cadmium ion,Environmental Information Processing,Heavy Metal Detoxification,GO_BP,0.9,2026-01-27T17:55:32.496196
Organelle localization by membrane tethering,Cellular Processes,Organelle Organization,GO_BP,0.9,2026-01-27T17:55:32.511707
Positive regulation of myeloid dendritic cell cytokine production,Immune System,Cytokine Signaling,GO_BP,0.9,2026-01-27T17:55:32.524339
COPII-coated vesicle budding,Cellular Processes,Vesicle Transport,GO_BP,0.9,2026-01-27T17:55:32.536366
Regulation of cell communication,Signal Transduction,Calcium Signaling,GO_BP,0.9,2026-01-27T17:55:32.552067
Oxoacid metabolic process,Metabolism,Carbohydrate Metabolism,GO_BP,0.9,2026-01-27T17:55:32.565399
Negative regulation of polyamine transmembrane transport,Environmental Information Processing,Polyamine Transport Regulation,GO_BP,0.9,2026-01-27T17:55:37.494413
Pyrimidine nucleobase transport,Genetic Information Processing,Nucleotide Transport,GO_BP,0.9,2026-01-27T17:55:37.516122
Serotonin receptor signaling pathway,Signal Transduction,Serotonin Receptor Signaling,GO_BP,0.9,2026-01-27T17:55:37.532553
Establishment of T cell polarity,Immune System,T Cell Polarity Establishment,GO_BP,0.9,2026-01-27T17:55:37.545695
Response to exogenous dsRNA,Immune System,Viral Infection Response,GO_BP,0.9,2026-01-27T17:55:37.562476
Macromolecule catabolic process,Metabolism,Macromolecule Catabolism,GO_BP,0.9,2026-01-27T17:55:37.577233
Negative regulation of dendritic cell apoptotic process,Apoptosis,Dendritic Cell Apoptotic Regulation,GO_BP,0.9,2026-01-27T17:55:37.592944
Positive regulation of telomere capping,Cell Cycle,Telomere Maintenance,GO_BP,0.9,2026-01-27T17:55:37.609131
Cell morphogenesis,Cellular Processes,Cell Morphogenesis,GO_BP,0.9,2026-01-27T17:55:42.160416
Nuclear chromosome segregation,Cell Cycle,Chromosome Segregation,GO_BP,0.9,2026-01-27T17:55:42.179140
Carboxylic acid transmembrane transport,Metabolism,Carboxylic Acid Metabolism,GO_BP,0.9,2026-01-27T17:55:42.194022
Protein localization,Cellular Processes,Protein Localization,GO_BP,0.9,2026-01-27T17:55:42.207973
Cellular response to biotic stimulus,Environmental Information Processing,Cellular Response to Biotic Stimulus,GO_BP,0.9,2026-01-27T17:55:42.220723
Mitotic spindle assembly checkpoint signaling,Cell Cycle,Spindle Assembly Checkpoint,GO_BP,0.9,2026-01-27T17:55:42.236194
Protection from non-homologous end joining at telomere,Genetic Information Processing,DNA Repair Mechanisms,GO_BP,0.9,2026-01-27T17:55:42.251639
Cellular process,Cellular Processes,General Cellular Functions,GO_BP,0.9,2026-01-27T17:55:42.263439
Neuron death,Apoptosis,Neuron Death,GO_BP,0.9,2026-01-27T17:55:45.957205
Regulation of signal transduction by p53 class mediator,Signal Transduction,p53-Mediated Signaling,GO_BP,0.9,2026-01-27T17:55:45.972635
Cell fate commitment,Developmental Biology,Cell Fate Determination,GO_BP,0.9,2026-01-27T17:55:45.987511
Regulation of mRNA processing,Genetic Information Processing,mRNA Splicing Regulation,GO_BP,0.9,2026-01-27T17:55:46.005285
Response to nutrient levels,Metabolism,Nutrient Sensing Pathways,GO_BP,0.9,2026-01-27T17:55:46.017827
Hyaluronan catabolic process,Metabolism,Glycosaminoglycan Metabolism,GO_BP,0.9,2026-01-27T17:55:46.029163
DNA dealkylation involved in DNA repair,Genetic Information Processing,DNA Repair Mechanisms,GO_BP,0.9,2026-01-27T17:55:46.046257
Protein complex oligomerization,Cellular Processes,Protein Assembly and Organization,GO_BP,0.9,2026-01-27T17:55:46.061499
Angiotensin-activated signaling pathway,Signal Transduction,Angiotensin Signaling,GO_BP,0.9,2026-01-27T17:55:49.756437
Defense response to protozoan,Immune System,Innate Immunity,GO_BP,0.9,2026-01-27T17:55:49.772694
ncRNA processing,Genetic Information Processing,RNA Processing,GO_BP,0.9,2026-01-27T17:55:49.789251
Glycine transport,Metabolism,Amino Acid Metabolism,GO_BP,0.9,2026-01-27T17:55:49.805438
Response to nicotine,Environmental Information Processing,Nicotine Response,GO_BP,0.9,2026-01-27T17:55:49.822258
Methionine biosynthetic process,Metabolism,Amino Acid Metabolism,GO_BP,0.9,2026-01-27T17:55:49.838499
Cortical cytoskeleton organization,Cellular Processes,Cytoskeletal Dynamics,GO_BP,0.9,2026-01-27T17:55:49.859254
Renal system process,Cellular Processes,Organ System Function,GO_BP,0.9,2026-01-27T17:55:49.880345
Selenocysteine biosynthetic process,Metabolism,Amino Acid Metabolism,GO_BP,0.9,2026-01-27T17:55:53.436835
Nuclear matrix anchoring at nuclear membrane,Cellular Processes,Organelle Organization,GO_BP,0.9,2026-01-27T17:55:53.459171
Cytosolic transport,Cellular Processes,Vesicle Transport,GO_BP,0.9,2026-01-27T17:55:53.476759
Negative regulation of viral process,Immune System,Viral Infection Response,GO_BP,0.9,2026-01-27T17:55:53.490721
