Gene,fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841_log2FC,fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841_p-value,fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841_adj-p-value,Status,Normalized_Gene,HGNC_Synonyms,Patient_LFC_mean,Cohort_LFC_mean,Patient_LFC_Trend,Cohort_LFC_Trend,Trend_Consensus,DCS,CSC,CFC,keep,novel,JL_score,CGC,Gene_Score,Disorder_Score,Disorder_Type,PPI_Degree,PPI_Avg_Score,PPI_Score,Composite_Score,Tier,Non_CGC_Composite_Score,Non_CGC_Tier,Rank,Score,Confidence,Justification
HLA-DOA,-1.1935,0.00289744,0.114408,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,HLA-DOA,HLA-DNA;HLA-DZA;HLADZ,-1.1935,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,2.0,0.8594999999999999,1.7189999999999999,0.011869126977664457,Tier 3,0.011869126977664457,Tier 3,29,60.0,Medium,"Disease: Moderate (40-69), assigned 55/100 because HLA class II biology is relevant to antigen presentation in SLE but HLA-DOA is not a canonical SLE risk allele. Patient Signal: Moderate (50-69) — |LFC|=1.1935, adj P-value=NA, scored 60/100 for an observable cohort fold-change without p-value. Functional: Important component (70-89), PPI_Degree=2 indicating moderate interaction and a regulatory role in peptide loading, scored 75/100. Clinical: Early/moderate (50-69), scored 50/100 since HLA typing is informative but HLA-DOA is not a direct therapeutic target. Evidence: Good support (70-89), scored 70/100 based on mechanistic literature for HLA regulation."
MICA,-1.50196,0.00143242,0.084049,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,MICA,MIC-A;PERB11.1,-1.50196,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,0.658513367,12.8629,inferred,4.0,0.6875,2.75,0.024553016321573754,Tier 3,0.024553016321573754,Tier 3,30,59.0,Medium,"Disease: Moderate (40-69)=55; Gene_Score=0.658513367, Disorder_Score=12.8629 (supports some disease relevance). Patient signal: Moderate-High (70-89)=75; |LFC|=1.50196, adj_P_value=NA (no cohort p reported, CSC=0). Functional: Important component (70-89)=75; PPI_Degree=4 and MICA encodes an NKG2D ligand implicating innate/adaptive immune activation. Clinical: Low (0-29)=20; not a current SLE therapeutic target. Evidence: Moderate (50-69)=60; literature links MICA polymorphism/expression to autoimmune phenotypes but not as a core SLE driver."
CD81,-1.02619,0.0035864,0.126577,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,CD81,CVID6;S5.7;TAPA1;TSPAN28,-1.02619,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,7.0,0.72,5.04,0.03382251407742295,Tier 3,0.03382251407742295,Tier 3,31,59.0,Low,Disease Specificity: Moderate‑low (55/100) — tetraspanin involved in B cell function and CD19 complex but no reported Gene_Score/Disorder_Score. Patient Signal: Moderate (60/100) — |LFC|=1.02619 (Patient_adj_P_value=NA) meeting the |LFC|≥1 threshold. Functional: Important (70/100) — PPI_Degree=7 reflecting participation in B cell coreceptor complex (CD19/CD21). Clinical: Early (50/100) — indirect therapeutic relevance via B cell targeting but not a direct SLE drug target. Evidence: Good (70/100) — literature supports modulatory role in humoral immunity but less SLE‑specific data.
HLA-DOB,-1.39879,0.0143601,0.242634,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,HLA-DOB,DOB;HLA_DOB,-1.39879,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,4.0,0.7135,2.854,0.01995376421394985,Tier 3,0.01995376421394985,Tier 3,32,59.0,Medium,"Disease specificity: Moderate (55/100) — HLA-DOB modulates MHC II peptide loading and relates to antigen-presentation programs (Gene_Score=NA, Disorder_Score=NA). Patient signal: Moderate (60/100) with mean LFC = -1.39879 (adj_P_value = NA). Functional: Important component (75/100), PPI_Degree=4 suggesting protein-interaction roles. Clinical: Limited direct clinical relevance in SLE (50/100). Evidence: Moderate (50/100)."
CD180,-1.52661,0.00218333,0.0991662,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,CD180,LY64;Ly78;RP105,-1.52661,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,1.15741575,16.3204,inferred,8.0,0.523875,4.191,0.04291679778468533,Tier 3,0.04291679778468533,Tier 3,33,59.0,Medium,"Disease specificity: 50/100 (not in core lupus gene list but relevant to B cell/TLR regulation); Gene_Score=1.15741575, Disorder_Score=16.3204, CSC=0, DCS=-1. Patient signal: LFC = -1.52661, adj_P = NA (scored 60/100 for |LFC|≥1 but without p-value support). Functional: 75/100 (PPI_Degree=8, functions as RP105/CD180 modulating B cell and TLR responses). Clinical: 50/100 (preclinical/early translational interest rather than established SLE therapy); Evidence: 70/100 (moderate literature linking to immune regulation)."
CD48,-1.02419,0.00124438,0.0770862,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,CD48,BCM1;BLAST;BLAST1;MEM-102;SLAMF2;hCD48;mCD48,-1.02419,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,8.0,0.5175,4.14,0.039203799032777625,Tier 3,0.039203799032777625,Tier 3,34,58.0,Low,Disease Specificity: Moderate‑low (50/100) — immunoregulatory ligand expressed on leukocytes with plausible roles in immune activation but no Gene_Score/Disorder_Score reported. Patient Signal: Moderate (60/100) — |LFC|=1.02419 (Patient_adj_P_value=NA) meeting the |LFC|≥1 threshold. Functional: Important (70/100) — PPI_Degree=8 indicates interactions in immune signaling and adhesion. Clinical: Early (50/100) — not a direct SLE therapeutic target though relevant to immune cell activation. Evidence: Good (70/100) — mechanistic evidence for immune modulation exists but limited direct SLE association.
IL18BP,-1.93764,9.12189e-05,0.021124,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,IL18BP,FVH;IL18BPa,-1.93764,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,0.6880552,13.1444,inferred,,,,0.012640022196554473,Tier 3,0.012640022196554473,Tier 3,35,58.0,Medium,"Disease: 50 (moderate relevance); Gene_Score=0.6880552, Disorder_Score=13.1444. Patient signal: 65 (moderate-high) with Patient_LFC_mean = -1.93764, adjusted p = NA. Functional: 60 (some evidence) — IL18BP is a secreted IL-18 inhibitor (PPI_Degree = NA in dataset). Clinical: 60 (early/experimental) — IL-18 pathway inhibitors have investigational use in inflammatory diseases. Evidence: 60 (moderate literature support)."
LY96,1.23581,6.83032e-06,0.00401964,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,LY96,ESOP-1;MD-2;MD2;ly-96,1.23581,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,2.0,0.568,1.136,0.01888695871117032,Tier 3,0.01888695871117032,Tier 3,36,58.0,Medium,"Disease Specificity: 60 (innate immune/TLR pathway, related to nucleic-acid sensing inflammation). Patient Signal: 60 (|LFC|=1.2358, adj_P_value=NA). Functional: 75 (PPI_Degree=2; MD‑2 co-receptor for TLR4, important innate regulator). Clinical: 20 (low direct clinical targeting in SLE). Evidence: 70 (good experimental support linking to innate signaling)."
RFTN1,-1.06496,0.000382087,0.0455659,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,RFTN1,MIG2;PIB10;PIG9;RAFTLIN,-1.06496,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.003942468664118839,Tier 3,0.003942468664118839,Tier 3,37,58.0,Medium,"Disease specificity: 60 (related to B cell/BCR signaling; falls in 40-69 bracket). Patient signal: 60 (|LFC|=1.06496, adj P=NA, CSC=0; meets |LFC|≥1 criterion -> 50-69 bracket). Functional: 75 (raftlin has a documented role in lipid-raft scaffolding and BCR signaling; PPI_Degree=NA -> important component). Clinical: 20 (no FDA-approved targeting or clear clinical trials). Evidence: 75 (moderate literature linking RFTN1 to B-cell biology)."
BACH2,-1.39821,0.000782576,0.0631606,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,BACH2,BTBD25;IMD60,-1.39821,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,8.0,0.50125,4.01,0.04125631342347138,Tier 3,0.04125631342347138,Tier 3,38,58.0,Medium,"BACH2 is a transcriptional regulator with published links to autoimmunity and B cell/T cell differentiation, making it the most disease-relevant gene in this set and a plausible contributor to lupus pathophysiology though not a validated clinical target. Scores: Disease specificity 60/100; Patient signal 55/100 (Patient_LFC_mean = -1.39821, adj P = NA); Functional 80/100 (PPI_Degree = 8, transcription factor regulating immune programs); Clinical 20/100 (no established lupus-targeted therapies); Evidence 75/100 (good literature linking BACH2 to autoimmunity)."
FCER2,-1.26828,0.0496266,0.407042,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,FCER2,BLAST-2;CD23;CD23A;CLEC4J;FCE2;FCErII;IGEBF,-1.26828,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,0.779756963,13.9225,inferred,3.0,0.605,1.815,0.015877414265308074,Tier 3,0.015877414265308074,Tier 3,39,57.0,Medium,"Disease Specificity: 55 (moderate link to B cell biology; Gene_Score=0.7798, Disorder_Score=13.9225). Patient Signal: 60 (|LFC|=1.26828, adj_p=NA; CSC=0, DCS=-1). Functional: 70 (PPI_Degree=3; CD23/low‑affinity IgE receptor implicated in B cell activation and antigen presentation). Clinical: 35 (no approved SLE therapies target CD23 specifically). Evidence: 60 (moderate literature supporting B cell relevance in autoimmune settings)."
MICB,-1.32633,0.00472435,0.145374,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,MICB,PERB11.2,-1.32633,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,0.682101369,13.1097,inferred,6.0,0.8368333333333334,5.021000000000001,0.031750897411750134,Tier 3,0.031750897411750134,Tier 3,40,57.0,Medium,"Disease: Moderate (40-69)=58; Gene_Score=0.682101369, Disorder_Score=13.1097 indicating some association. Patient signal: Moderate (50-69)=60; |LFC|=1.32633, adj_P_value=NA (CSC=0). Functional: Important component/high PPI (70-89)=80; PPI_Degree=6, MICB is another NKG2D ligand with immunostimulatory potential. Clinical: Low (0-29)=20; no direct SLE-targeted therapies. Evidence: Moderate (50-69)=60; modest literature support in immune activation and autoimmunity contexts."
MAP1LC3A,1.11491,0.00123007,0.0765472,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,MAP1LC3A,ATG8E;LC3;LC3A;MAP1ALC3;MAP1BLC3,1.11491,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,,,,0.0032388796675389903,Tier 3,0.0032388796675389903,Tier 3,41,57.0,Medium,"Disease: Moderate-low (40-69) — MAP1LC3A (LC3A) is an autophagy marker relevant to defective apoptotic cell clearance/NETs in lupus (disease specificity 55). Signal: Moderate (50-69) — Patient_LFC_mean = 1.11491, adj_P_value = NA (|LFC|≈1 → bracket 50-69), CSC=0, DCS=-1. Functional: Moderate (50-69) — autophagy effector with unknown PPI in this dataset; Clinical: Early-phase (50-69) — autophagy modulation is investigational for inflammation; Evidence: Moderate (50-69)."
ERBB2,-1.85571,0.00171838,0.0929899,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,ERBB2,CD340;HER-2;HER-2/neu;HER2;MLN 19;MLN-19;NEU;NGL;TKR1;VSCN2;c-ERB-2;c-ERB2;p185(erbB2),-1.85571,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,1.0,,,,15.0,0.5768,8.652,0.27398009423280734,Tier 2,0.27398009423280734,Tier 2,42,56.0,Medium,"Disease specificity: Low (10/100) — no strong lupus-specific association. Patient signal: Moderate (75/100) — |LFC|=1.85571, p=NA (meets |LFC|≥1.5 but p-value unavailable). Functional: Important (80/100) — PPI_Degree=15, well-characterized receptor tyrosine kinase with central signaling roles. Clinical: High (90/100) — established FDA target/biomarker in oncology (HER2). Evidence: Extensive (90/100) — large literature. Composite weighted score calculated from: Disease 10 (35%), Patient 75 (25%), Functional 80 (20%), Clinical 90 (15%), Evidence 90 (5%)."
LY6E,-1.2296,0.00997286,0.209001,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,LY6E,RIG-E;RIGE;SCA-2;SCA2;TSA-1,-1.2296,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,1.0,0.837,0.837,0.00622427236291479,Tier 3,0.00622427236291479,Tier 3,43,56.0,Medium,"Disease Specificity: 65 (interferon‑stimulated gene, aligns with Type I IFN program in SLE). Patient Signal: 55 (|LFC|=1.2296, adj_P_value=NA). Functional: 60 (PPI_Degree=1; ISG with immunomodulatory roles). Clinical: 25 (low direct clinical targeting). Evidence: 70 (good literature as an ISG and biomarker of IFN response)."
NCR3,-1.82151,0.0019378,0.0963716,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,NCR3,1C7;CD337;LY117;MALS;NKp30,-1.82151,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,0.645884752,12.7781,inferred,12.0,0.6958333333333333,8.35,0.06180376953003483,Tier 3,0.06180376953003483,Tier 3,44,56.0,Medium,"Disease specificity: 50/100 (40-69 bracket) based on a non‑zero Gene_Score (0.646) and Disorder_Score (12.78) indicating modest disease linkage. Patient signal: |LFC|=1.82 (mean LFC = -1.82151), adjusted p-value = NA (cannot confirm statistical significance by −log10(p) threshold). Functional: PPI_Degree = 12, an NK cell activating receptor involved in innate cytotoxicity (assigned 80/100 functional). Clinical: 20/100 (0-29 bracket) — no established SLE-targeted therapies. Evidence: 60/100 (50-69 bracket) — moderate literature linking NK receptor modulation to autoimmunity but limited direct SLE causality."
CD200,-1.44993,0.0268257,0.319735,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,CD200,MOX1;MOX2;MRC;OX-2,-1.44993,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,5.0,0.5933999999999999,2.9669999999999996,0.023955590789025163,Tier 3,0.023955590789025163,Tier 3,45,56.0,Medium,"Disease specificity: 45/100 (not a canonical lupus driver but involved in myeloid/immune suppression relevant to tolerance); Gene_Score=NA, Disorder_Score=NA, CSC=0, DCS=-1. Patient signal: LFC = -1.44993, adj_P = NA (scored 60/100 for |LFC|≥1 without p-value). Functional: 70/100 (PPI_Degree=5, inhibitory ligand that modulates myeloid and lymphoid activation). Clinical: 50/100 (some translational interest in modulating tolerance, but no established SLE therapeutics); Evidence: 70/100 (reasonable preclinical/clinical immunology literature)."
PATZ1,-1.33155,0.000981972,0.0700473,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,PATZ1,MAZR;PATZ;RIAZ;ZBTB19;ZNF278;ZSG;dJ400N23,-1.33155,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,1.0,0.672991633,13.0055,inferred,,,,0.2060935176793681,Tier 3,0.2060935176793681,Tier 3,46,55.0,Medium,"Disease specificity: 55 (40-69, related pathway; Gene_Score=0.673, Disorder_Score=13.01) — modest computational signal. Patient signal: 60 (50-69); Patient_LFC_mean = -1.33155, adj_P = NA, CSC=0. Functional: 75 (70-89); transcription factor with cancer-gene annotation (CGC=1), PPI_Degree = NA but plausible regulatory role. Clinical: 20 (0-29, no direct lupus therapeutics). Evidence: 60 (50-69, moderate literature linking PATZ1 to transcriptional control and potential immune regulation)."
ATP6V0A1,1.15993,5.10829e-06,0.00343569,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,ATP6V0A1,ATP6N1;ATP6N1A;DEE104;NEDEBA;Stv1;VPP1;Vph1;a1,1.15993,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,4.0,0.8712500000000001,3.4850000000000003,0.02758546490656544,Tier 3,0.02758546490656544,Tier 3,47,55.0,Medium,"Disease specificity: 55 (moderate) — v‑ATPase subunit plausibly links to endosomal acidification and TLR7/9 nucleic acid sensing relevant to lupus. Patient signal: 60 — Patient_LFC_mean = +1.15993, adjusted P = NA (|LFC|≥1 but p NA). Functional: 75 — PPI_Degree = 4, important component of vacuolar ATPase complex affecting endolysosomal function. Clinical: 20 — no established SLE therapies targeting this subunit (early/experimental relevance). Evidence: 60 — moderate literature connecting v‑ATPase to TLR processing but limited direct SLE data."
IRAK2,-1.29763,0.0348487,0.355638,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,IRAK2,IRAK-2,-1.29763,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,1.0,0.702,0.702,0.0052565406310656594,Tier 3,0.0052565406310656594,Tier 3,48,55.0,Medium,"Disease specificity: 50 (40-69 — component of innate/TLR signaling relevant to autoimmunity). Patient signal: 60 (|LFC|=1.29763, Patient_LFC_mean=-1.29763, p-value NA → meets |LFC|≥1 criterion). Functional: 80 (70-89 — biologically important adaptor/kinase in TLR/IL-1 pathways; PPI_Degree=1.0). Clinical: 20 (0-29 — no approved SLE drugs targeting IRAK2 specifically). Evidence: 70 (70-89 — good literature supporting role of IRAK family in inflammatory signaling)."
EOMES,-1.51551,5.61127e-05,0.0155399,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,EOMES,TBR2,-1.51551,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,10.0,0.5095,5.095,0.05441056898763648,Tier 3,0.05441056898763648,Tier 3,49,55.0,Medium,"Disease specificity: 50 (related immune/T‑cell pathway but not a core lupus driver). Patient signal: 65 (|LFC|=1.51551, Patient_adj_P_value=NA, CSC=0, DCS=-1). Functional: 75 (important transcription factor with moderate PPI_Degree=10). Clinical: 20 (no current FDA/late‑stage lupus targeting). Evidence: 60 (moderate literature linking EOMES to T cell biology but limited direct lupus causal data)."
SPN,-1.45685,0.00824388,0.188925,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,SPN,CD43;GALGP;GPL115;LEU-22;LSN,-1.45685,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,7.0,0.5614285714285715,3.9300000000000006,0.03433129930656932,Tier 3,0.03433129930656932,Tier 3,50,55.0,Medium,"Disease: 55 (40-69) — immune cell surface molecule (CD43) with plausible relevance to leukocyte function in SLE. Patient Signal: 60 (50-69) — |LFC|=1.45685, adj_p=NA (moderate downregulation in patients). Functional: 75 (70-89) — PPI_Degree=7.0, involved in leukocyte activation/adhesion. Clinical: 20 (0-29) — no direct clinical targeting in SLE. Evidence: 60 (50-69) — moderate literature support for immunological roles but limited direct SLE association."
TNFRSF10B,1.37779,1.03599e-07,0.000133021,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,TNFRSF10B,CD262;DR5;KILLER;KILLER/DR5;TRAIL-R2;TRAILR2;TRICK2;TRICK2A;TRICK2B;TRICKB;ZTNFR9,1.37779,,UP,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,3.0,0.6303333333333333,1.891,0.032523146520721746,Tier 3,0.032523146520721746,Tier 3,51,55.0,Medium,"Disease Specificity=45 (apoptosis/immune-regulation pathway, moderate but not core SLE gene). Patient Signal=60 (Patient_LFC_mean=1.37779; adjusted p-value NA; CSC=0, DCS=-1). Functional=65 (PPI_Degree=3; death receptor impacting immune cell survival). Clinical=50 (drug-targeted in oncology contexts, limited SLE clinical data). Evidence=70 (moderate literature on TRAIL/DR5 biology)."
CCR6,-1.22994,0.0397514,0.376092,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,CCR6,BN-1;C-C CKR-6;CC-CKR-6;CCR-6;CD196;CKR-L3;CKRL3;CMKBR6;DCR2;DRY6;GPR29;GPRCY4;STRL22,-1.22994,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,10.0,0.6332,6.332,0.04593541730933302,Tier 3,0.04593541730933302,Tier 3,52,55.0,Medium,"Disease specificity: 55 (moderate, bracket 40-69; CCR6 is implicated in T cell/Th17 trafficking relevant to autoimmunity). Patient signal: 60 (bracket 50-69) with |LFC|=1.22994, p=NA. Functional: 75 (bracket 70-89) — PPI_Degree=10 indicating an important component in immune cell migration; Clinical: 20 (bracket 0-29) — no direct SLE-targeted therapies; Evidence: 70 (bracket 70-89) — good literature support linking CCR6 to autoimmune inflammation."
HOPX,-1.90196,0.00183445,0.0942173,Unique to fdf59fee-e3f3-471d-953d-7bd03dc7caed_fdf59fee-e3f3-471d-953d-7bd03dc7caed_DEGs_t1.00_n1841,HOPX,CAMEO;HOD;HOP;LAGY;NECC1;OB1;SMAP31;TOTO,-1.90196,,DOWN,UNKNOWN,INSUFFICIENT_DATA,-1,0,,False,True,,0.0,,,,2.0,0.4575,0.915,0.015030067738862441,Tier 3,0.015030067738862441,Tier 3,53,54.0,Medium,"Disease specificity: Moderate-low (45/100) — HOPX has roles in lymphocyte differentiation and may influence tolerance programs but is not a canonical SLE locus (Gene_Score=NA, Disorder_Score=NA). Patient signal: Moderate-high (75/100) with mean LFC = -1.90196 (adj_P_value = NA). Functional: Some evidence (60/100), PPI_Degree=2 consistent with regulatory function. Clinical: Early/limited (30/100). Evidence: Good/moderate (60/100)."
